,L8_X1,L8_X1,L8_X2,L8_X2,L8_X3,L8_X3,L8_X4,L8_X4,L10_X1,L10_X1,L10_X2,L10_X2,L10_X3,L10_X3,L10_X4,L10_X4,L12_X1,L12_X1,L12_X2,L12_X2,L12_X3,L12_X3,L12_X4,L12_X4,L14_X1,L14_X1,L14_X2,L14_X2,L14_X3,L14_X3,L14_X4,L14_X4,L16_X1,L16_X1,L16_X2,L16_X2,L16_X3,L16_X3,L16_X4,L16_X4,L18_X1,L18_X1,L18_X2,L18_X2,L18_X3,L18_X3,L18_X4,L18_X4,L20_X1,L20_X1,L20_X2,L20_X2,L20_X3,L20_X3,L20_X4,L20_X4,L22_X1,L22_X1,L22_X2,L22_X2,L22_X3,L22_X3,L22_X4,L22_X4,L24_X1,L24_X1,L24_X2,L24_X2,L24_X3,L24_X3,L24_X4,L24_X4,L26_X1,L26_X1,L26_X2,L26_X2,L26_X3,L26_X3,L26_X4,L26_X4
,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts,Longs,Shorts
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27,"XLI,XLV,XLK","XLRE,XLP,XLU","XLF,XLI,XLV","XLRE,XLU,XLP","XLI,XLB,XLF","XLRE,XLP,XLU","XLF,XLV,XLI","XLRE,XLP,XLY","XLI,XLF,XLB","XLRE,XLP,XLU","XLF,XLI,XLV","XLRE,XLY,XLP","XLF,XLI,XLV","XLRE,XLY,XLC","XLV,XLF,XLI","XLRE,XLY,XLC","XLF,XLI,XLV","XLRE,XLC,XLY","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLK","XLF,XLB,XLV","XLRE,XLK,XLC","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLC,XLU","XLF,XLB,XLV","XLRE,XLY,XLC","XLB,XLF,XLV","XLRE,XLY,XLU","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLU,XLY","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLV,XLB","XLK,XLY,XLRE","XLF,XLV,XLI","XLRE,XLC,XLY","XLF,XLV,XLB","XLY,XLRE,XLK","XLF,XLB,XLI","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLU,XLK","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLU,XLK","XLF,XLI,XLB","XLRE,XLU,XLK","XLF,XLI,XLB","XLRE,XLK,XLU","XLF,XLI,XLB","XLRE,XLU,XLY","XLF,XLI,XLB","XLRE,XLK,XLU","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLK,XLU","XLF,XLI,XLB","XLRE,XLK,XLP"
2020-01-03,"XLV,XLI,XLK","XLRE,XLY,XLC","XLI,XLV,XLK","XLRE,XLP,XLU","XLF,XLI,XLV","XLRE,XLU,XLP","XLI,XLB,XLF","XLRE,XLP,XLU","XLV,XLI,XLF","XLRE,XLY,XLC","XLI,XLF,XLB","XLRE,XLP,XLU","XLF,XLI,XLV","XLRE,XLY,XLP","XLF,XLI,XLV","XLRE,XLY,XLC","XLV,XLF,XLI","XLRE,XLY,XLC","XLF,XLI,XLV","XLRE,XLC,XLY","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLK","XLV,XLF,XLI","XLRE,XLY,XLC","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLC,XLU","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLV,XLE","XLRE,XLC,XLY","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLU,XLY","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLV,XLI","XLRE,XLC,XLY","XLF,XLV,XLB","XLY,XLRE,XLK","XLF,XLB,XLI","XLRE,XLY,XLK","XLF,XLV,XLB","XLY,XLK,XLRE","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLU,XLK","XLF,XLI,XLB","XLRE,XLU,XLK","XLF,XLI,XLB","XLRE,XLY,XLU","XLF,XLI,XLB","XLRE,XLU,XLY","XLF,XLI,XLB","XLRE,XLK,XLU","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLK,XLU"
2020-01-10,"XLV,XLU,XLP","XLB,XLE,XLC","XLV,XLI,XLK","XLRE,XLY,XLC","XLI,XLV,XLK","XLRE,XLP,XLU","XLF,XLI,XLV","XLRE,XLU,XLP","XLV,XLI,XLK","XLRE,XLY,XLC","XLV,XLI,XLF","XLRE,XLY,XLC","XLI,XLF,XLB","XLRE,XLP,XLU","XLF,XLI,XLV","XLRE,XLY,XLP","XLI,XLV,XLF","XLRE,XLC,XLY","XLV,XLF,XLI","XLRE,XLY,XLC","XLF,XLI,XLV","XLRE,XLC,XLY","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLV,XLI","XLRE,XLC,XLY","XLV,XLF,XLI","XLRE,XLY,XLC","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLC,XLU","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLV,XLE","XLRE,XLC,XLY","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLU,XLY","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLV,XLI","XLRE,XLC,XLY","XLF,XLV,XLB","XLY,XLRE,XLK","XLF,XLV,XLI","XLC,XLY,XLRE","XLF,XLV,XLB","XLY,XLK,XLRE","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLU,XLK","XLF,XLV,XLI","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLU","XLF,XLI,XLB","XLRE,XLU,XLY","XLF,XLI,XLB","XLRE,XLK,XLU","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLK,XLY","XLF,XLI,XLB","XLRE,XLK,XLY"
2020-01-17,"XLU,XLV,XLRE","XLB,XLC,XLY","XLV,XLU,XLP","XLB,XLE,XLC","XLV,XLI,XLK","XLRE,XLY,XLC","XLI,XLV,XLK","XLRE,XLP,XLU","XLI,XLV,XLU","XLB,XLY,XLC","XLV,XLI,XLK","XLRE,XLY,XLC","XLV,XLI,XLF","XLRE,XLY,XLC","XLI,XLF,XLB","XLRE,XLP,XLU","XLI,XLV,XLE","XLY,XLC,XLB","XLI,XLV,XLF","XLRE,XLC,XLY","XLV,XLF,XLI","XLRE,XLY,XLC","XLF,XLI,XLV","XLRE,XLC,XLY","XLI,XLV,XLF","XLY,XLC,XLRE","XLF,XLV,XLI","XLRE,XLC,XLY","XLV,XLF,XLI","XLRE,XLY,XLC","XLF,XLV,XLI","XLRE,XLY,XLC","XLV,XLI,XLF","XLY,XLC,XLRE","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLV,XLE","XLRE,XLC,XLY","XLF,XLB,XLV","XLRE,XLY,XLC","XLI,XLV,XLF","XLRE,XLC,XLY","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLI,XLF,XLV","XLY,XLRE,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLV,XLI","XLRE,XLC,XLY","XLF,XLI,XLV","XLY,XLC,XLRE","XLF,XLV,XLI","XLC,XLY,XLRE","XLF,XLV,XLB","XLY,XLK,XLRE","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLV,XLI","XLY,XLK,XLC","XLF,XLV,XLI","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLU","XLF,XLI,XLB","XLRE,XLU,XLY","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLK,XLY"
2020-01-24,"XLRE,XLU,XLP","XLB,XLC,XLE","XLU,XLV,XLRE","XLB,XLC,XLY","XLV,XLU,XLP","XLB,XLE,XLC","XLV,XLI,XLK","XLRE,XLY,XLC","XLV,XLRE,XLU","XLB,XLE,XLF","XLI,XLV,XLU","XLB,XLY,XLC","XLV,XLI,XLK","XLRE,XLY,XLC","XLV,XLI,XLF","XLRE,XLY,XLC","XLI,XLV,XLK","XLY,XLB,XLC","XLI,XLV,XLE","XLY,XLC,XLB","XLI,XLV,XLF","XLRE,XLC,XLY","XLV,XLF,XLI","XLRE,XLY,XLC","XLI,XLV,XLK","XLY,XLC,XLP","XLI,XLV,XLF","XLY,XLC,XLRE","XLF,XLV,XLI","XLRE,XLC,XLY","XLV,XLF,XLI","XLRE,XLY,XLC","XLV,XLI,XLF","XLC,XLY,XLB","XLV,XLI,XLF","XLY,XLC,XLRE","XLF,XLV,XLI","XLRE,XLY,XLC","XLF,XLV,XLE","XLRE,XLC,XLY","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLV,XLF","XLRE,XLC,XLY","XLF,XLV,XLB","XLRE,XLY,XLC","XLF,XLB,XLV","XLRE,XLY,XLC","XLV,XLI,XLF","XLY,XLC,XLRE","XLI,XLF,XLV","XLY,XLRE,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLF,XLV,XLB","XLRE,XLY,XLC","XLI,XLV,XLF","XLY,XLC,XLRE","XLF,XLI,XLV","XLY,XLC,XLRE","XLF,XLV,XLI","XLC,XLY,XLRE","XLF,XLV,XLB","XLY,XLK,XLRE","XLV,XLF,XLI","XLY,XLC,XLK","XLF,XLV,XLI","XLY,XLK,XLC","XLF,XLV,XLI","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLU","XLF,XLI,XLV","XLY,XLK,XLC","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLK"
2020-01-31,"XLRE,XLU,XLP","XLB,XLF,XLE","XLRE,XLU,XLP","XLB,XLC,XLE","XLU,XLV,XLRE","XLB,XLC,XLY","XLV,XLU,XLP","XLB,XLE,XLC","XLU,XLRE,XLV","XLB,XLE,XLF","XLV,XLRE,XLU","XLB,XLE,XLF","XLI,XLV,XLU","XLB,XLY,XLC","XLV,XLI,XLK","XLRE,XLY,XLC","XLU,XLV,XLRE","XLB,XLY,XLE","XLI,XLV,XLK","XLY,XLB,XLC","XLI,XLV,XLE","XLY,XLC,XLB","XLI,XLV,XLF","XLRE,XLC,XLY","XLV,XLU,XLK","XLY,XLC,XLB","XLI,XLV,XLK","XLY,XLC,XLP","XLI,XLV,XLF","XLY,XLC,XLRE","XLF,XLV,XLI","XLRE,XLC,XLY","XLV,XLU,XLI","XLY,XLC,XLE","XLV,XLI,XLF","XLC,XLY,XLB","XLV,XLI,XLF","XLY,XLC,XLRE","XLF,XLV,XLI","XLRE,XLY,XLC","XLV,XLU,XLF","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLV,XLF","XLRE,XLC,XLY","XLF,XLV,XLB","XLRE,XLY,XLC","XLV,XLF,XLI","XLY,XLC,XLRE","XLV,XLI,XLF","XLY,XLC,XLRE","XLI,XLF,XLV","XLY,XLRE,XLC","XLF,XLB,XLI","XLRE,XLY,XLC","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLV,XLF","XLY,XLC,XLRE","XLF,XLI,XLV","XLY,XLC,XLRE","XLF,XLV,XLI","XLC,XLY,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLK","XLF,XLV,XLI","XLY,XLK,XLC","XLF,XLV,XLI","XLRE,XLY,XLK","XLF,XLV,XLI","XLY,XLK,XLE","XLF,XLI,XLV","XLY,XLK,XLC","XLF,XLI,XLB","XLRE,XLY,XLK","XLF,XLI,XLB","XLRE,XLY,XLK"
2020-02-07,"XLRE,XLU,XLK","XLF,XLB,XLY","XLRE,XLU,XLP","XLB,XLF,XLE","XLRE,XLU,XLP","XLB,XLC,XLE","XLU,XLV,XLRE","XLB,XLC,XLY","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLV","XLB,XLE,XLF","XLV,XLRE,XLU","XLB,XLE,XLF","XLI,XLV,XLU","XLB,XLY,XLC","XLU,XLRE,XLK","XLE,XLB,XLY","XLU,XLV,XLRE","XLB,XLY,XLE","XLI,XLV,XLK","XLY,XLB,XLC","XLI,XLV,XLE","XLY,XLC,XLB","XLK,XLI,XLU","XLY,XLB,XLF","XLV,XLU,XLK","XLY,XLC,XLB","XLI,XLV,XLK","XLY,XLC,XLP","XLI,XLV,XLF","XLY,XLC,XLRE","XLI,XLK,XLU","XLY,XLC,XLP","XLV,XLU,XLI","XLY,XLC,XLE","XLV,XLI,XLF","XLC,XLY,XLB","XLV,XLI,XLF","XLY,XLC,XLRE","XLI,XLU,XLF","XLY,XLC,XLE","XLV,XLU,XLF","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLV,XLF","XLRE,XLC,XLY","XLI,XLF,XLV","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLV,XLI,XLF","XLY,XLC,XLRE","XLI,XLF,XLV","XLY,XLRE,XLC","XLI,XLF,XLV","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLV,XLF","XLY,XLC,XLRE","XLF,XLI,XLV","XLY,XLC,XLRE","XLI,XLF,XLB","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLK","XLF,XLV,XLI","XLY,XLK,XLC","XLF,XLI,XLV","XLY,XLC,XLK","XLF,XLV,XLI","XLY,XLK,XLE","XLF,XLI,XLV","XLY,XLK,XLC","XLF,XLI,XLB","XLRE,XLY,XLK"
2020-02-14,"XLU,XLRE,XLK","XLE,XLF,XLB","XLRE,XLU,XLK","XLF,XLB,XLY","XLRE,XLU,XLP","XLB,XLF,XLE","XLRE,XLU,XLP","XLB,XLC,XLE","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLV","XLB,XLE,XLF","XLV,XLRE,XLU","XLB,XLE,XLF","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLK","XLE,XLB,XLY","XLU,XLV,XLRE","XLB,XLY,XLE","XLI,XLV,XLK","XLY,XLB,XLC","XLU,XLI,XLK","XLE,XLB,XLF","XLK,XLI,XLU","XLY,XLB,XLF","XLV,XLU,XLK","XLY,XLC,XLB","XLI,XLV,XLK","XLY,XLC,XLP","XLU,XLK,XLI","XLE,XLB,XLC","XLI,XLK,XLU","XLY,XLC,XLP","XLV,XLU,XLI","XLY,XLC,XLE","XLV,XLI,XLF","XLC,XLY,XLB","XLU,XLI,XLK","XLE,XLC,XLB","XLI,XLU,XLF","XLY,XLC,XLE","XLV,XLU,XLF","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLU,XLI,XLV","XLC,XLE,XLRE","XLI,XLF,XLV","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLV,XLI,XLF","XLY,XLC,XLRE","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLV","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLV,XLF","XLY,XLC,XLRE","XLI,XLF,XLB","XLC,XLRE,XLY","XLI,XLF,XLB","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLK","XLI,XLF,XLV","XLC,XLY,XLRE","XLF,XLI,XLV","XLY,XLC,XLK","XLF,XLV,XLI","XLY,XLK,XLE","XLF,XLI,XLV","XLY,XLK,XLC"
2020-02-21,"XLRE,XLU,XLP","XLB,XLE,XLF","XLU,XLRE,XLK","XLE,XLF,XLB","XLRE,XLU,XLK","XLF,XLB,XLY","XLRE,XLU,XLP","XLB,XLF,XLE","XLRE,XLU,XLP","XLB,XLE,XLV","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLV","XLB,XLE,XLF","XLU,XLRE,XLP","XLE,XLB,XLV","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLK","XLE,XLB,XLY","XLU,XLV,XLRE","XLB,XLY,XLE","XLU,XLRE,XLP","XLE,XLB,XLF","XLU,XLI,XLK","XLE,XLB,XLF","XLK,XLI,XLU","XLY,XLB,XLF","XLV,XLU,XLK","XLY,XLC,XLB","XLK,XLI,XLU","XLB,XLE,XLF","XLU,XLK,XLI","XLE,XLB,XLC","XLI,XLK,XLU","XLY,XLC,XLP","XLV,XLU,XLI","XLY,XLC,XLE","XLI,XLK,XLU","XLE,XLB,XLP","XLU,XLI,XLK","XLE,XLC,XLB","XLI,XLU,XLF","XLY,XLC,XLE","XLV,XLU,XLF","XLY,XLC,XLRE","XLU,XLI,XLF","XLE,XLB,XLC","XLU,XLI,XLV","XLC,XLE,XLRE","XLI,XLF,XLV","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLF,XLI,XLU","XLRE,XLC,XLY","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLV","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLB","XLC,XLRE,XLY","XLI,XLF,XLB","XLY,XLC,XLRE","XLV,XLF,XLI","XLY,XLC,XLRE","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLV","XLC,XLY,XLRE","XLF,XLI,XLV","XLY,XLC,XLK","XLF,XLV,XLI","XLY,XLK,XLE"
2020-02-28,"XLRE,XLU,XLY","XLE,XLB,XLV","XLRE,XLU,XLP","XLB,XLE,XLF","XLU,XLRE,XLK","XLE,XLF,XLB","XLRE,XLU,XLK","XLF,XLB,XLY","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLB,XLE,XLV","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLK","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLV","XLU,XLRE,XLP","XLE,XLB,XLV","XLU,XLRE,XLK","XLE,XLB,XLF","XLU,XLRE,XLK","XLE,XLB,XLY","XLU,XLRE,XLP","XLB,XLE,XLF","XLU,XLRE,XLP","XLE,XLB,XLF","XLU,XLI,XLK","XLE,XLB,XLF","XLK,XLI,XLU","XLY,XLB,XLF","XLU,XLRE,XLK","XLB,XLE,XLF","XLK,XLI,XLU","XLB,XLE,XLF","XLU,XLK,XLI","XLE,XLB,XLC","XLI,XLK,XLU","XLY,XLC,XLP","XLRE,XLU,XLK","XLE,XLB,XLC","XLI,XLK,XLU","XLE,XLB,XLP","XLU,XLI,XLK","XLE,XLC,XLB","XLI,XLU,XLF","XLY,XLC,XLE","XLU,XLK,XLRE","XLE,XLB,XLY","XLU,XLI,XLF","XLE,XLB,XLC","XLU,XLI,XLV","XLC,XLE,XLRE","XLI,XLF,XLV","XLY,XLC,XLRE","XLU,XLF,XLI","XLE,XLB,XLC","XLF,XLI,XLU","XLRE,XLC,XLY","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLV","XLY,XLC,XLRE","XLF,XLI,XLU","XLC,XLY,XLE","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLB","XLC,XLRE,XLY","XLI,XLF,XLB","XLY,XLC,XLRE","XLF,XLI,XLU","XLC,XLE,XLY","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLV","XLC,XLY,XLRE","XLF,XLI,XLV","XLY,XLC,XLK"
2020-03-06,"XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLY","XLE,XLB,XLV","XLRE,XLU,XLP","XLB,XLE,XLF","XLU,XLRE,XLK","XLE,XLF,XLB","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLB,XLE,XLV","XLU,XLRE,XLK","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLV","XLU,XLRE,XLP","XLE,XLB,XLV","XLU,XLRE,XLK","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLU,XLRE,XLP","XLB,XLE,XLF","XLU,XLRE,XLP","XLE,XLB,XLF","XLU,XLI,XLK","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLU,XLRE,XLK","XLB,XLE,XLF","XLK,XLI,XLU","XLB,XLE,XLF","XLU,XLK,XLI","XLE,XLB,XLC","XLRE,XLU,XLI","XLE,XLB,XLY","XLRE,XLU,XLK","XLE,XLB,XLC","XLI,XLK,XLU","XLE,XLB,XLP","XLU,XLI,XLK","XLE,XLC,XLB","XLRE,XLI,XLU","XLE,XLC,XLB","XLU,XLK,XLRE","XLE,XLB,XLY","XLU,XLI,XLF","XLE,XLB,XLC","XLU,XLI,XLV","XLC,XLE,XLRE","XLU,XLI,XLRE","XLE,XLC,XLB","XLU,XLF,XLI","XLE,XLB,XLC","XLF,XLI,XLU","XLRE,XLC,XLY","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLU,XLF","XLC,XLY,XLE","XLF,XLI,XLU","XLC,XLY,XLE","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLB","XLC,XLRE,XLY","XLI,XLF,XLV","XLC,XLY,XLK","XLF,XLI,XLU","XLC,XLE,XLY","XLI,XLF,XLV","XLC,XLRE,XLY","XLI,XLF,XLV","XLC,XLY,XLRE"
2020-03-13,"XLK,XLC,XLRE","XLE,XLF,XLI","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLY","XLE,XLB,XLV","XLRE,XLU,XLP","XLB,XLE,XLF","XLRE,XLK,XLC","XLF,XLE,XLB","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLB,XLE,XLV","XLRE,XLK,XLC","XLF,XLE,XLB","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLV","XLU,XLRE,XLP","XLE,XLB,XLV","XLRE,XLK,XLP","XLF,XLB,XLE","XLRE,XLU,XLP","XLE,XLB,XLF","XLU,XLRE,XLP","XLB,XLE,XLF","XLU,XLRE,XLP","XLE,XLB,XLF","XLRE,XLK,XLC","XLB,XLE,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLU,XLRE,XLK","XLB,XLE,XLF","XLK,XLI,XLU","XLB,XLE,XLF","XLK,XLRE,XLC","XLF,XLB,XLE","XLRE,XLU,XLI","XLE,XLB,XLY","XLRE,XLU,XLK","XLE,XLB,XLC","XLI,XLK,XLU","XLE,XLB,XLP","XLK,XLRE,XLC","XLE,XLF,XLB","XLRE,XLI,XLU","XLE,XLC,XLB","XLU,XLK,XLRE","XLE,XLB,XLY","XLU,XLI,XLF","XLE,XLB,XLC","XLK,XLI,XLV","XLE,XLB,XLF","XLU,XLI,XLRE","XLE,XLC,XLB","XLU,XLF,XLI","XLE,XLB,XLC","XLF,XLI,XLU","XLRE,XLC,XLY","XLV,XLK,XLI","XLE,XLY,XLB","XLI,XLU,XLF","XLC,XLY,XLE","XLF,XLI,XLU","XLC,XLY,XLE","XLI,XLF,XLV","XLC,XLRE,XLY","XLV,XLI,XLK","XLRE,XLY,XLU","XLI,XLF,XLV","XLC,XLY,XLK","XLF,XLI,XLU","XLC,XLE,XLY","XLI,XLF,XLV","XLC,XLRE,XLY"
2020-03-20,"XLK,XLC,XLY","XLE,XLF,XLB","XLK,XLC,XLRE","XLE,XLF,XLI","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLY","XLE,XLB,XLV","XLC,XLK,XLRE","XLE,XLF,XLB","XLRE,XLK,XLC","XLF,XLE,XLB","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLK,XLC","XLE,XLF,XLB","XLRE,XLK,XLC","XLF,XLE,XLB","XLRE,XLU,XLP","XLE,XLB,XLF","XLRE,XLU,XLP","XLE,XLB,XLV","XLK,XLRE,XLP","XLE,XLF,XLB","XLRE,XLK,XLP","XLF,XLB,XLE","XLRE,XLU,XLP","XLE,XLB,XLF","XLU,XLRE,XLP","XLB,XLE,XLF","XLK,XLRE,XLP","XLE,XLF,XLB","XLRE,XLK,XLC","XLB,XLE,XLF","XLRE,XLU,XLP","XLE,XLB,XLF","XLU,XLRE,XLK","XLB,XLE,XLF","XLK,XLV,XLRE","XLE,XLF,XLB","XLK,XLRE,XLC","XLF,XLB,XLE","XLRE,XLU,XLI","XLE,XLB,XLY","XLRE,XLU,XLK","XLE,XLB,XLC","XLK,XLI,XLV","XLE,XLF,XLB","XLK,XLRE,XLC","XLE,XLF,XLB","XLRE,XLI,XLU","XLE,XLC,XLB","XLU,XLK,XLRE","XLE,XLB,XLY","XLK,XLI,XLV","XLE,XLF,XLB","XLK,XLI,XLV","XLE,XLB,XLF","XLU,XLI,XLRE","XLE,XLC,XLB","XLU,XLF,XLI","XLE,XLB,XLC","XLK,XLI,XLV","XLE,XLB,XLF","XLV,XLK,XLI","XLE,XLY,XLB","XLI,XLU,XLF","XLC,XLY,XLE","XLF,XLI,XLU","XLC,XLY,XLE","XLV,XLI,XLK","XLE,XLRE,XLF","XLV,XLI,XLK","XLRE,XLY,XLU","XLI,XLF,XLV","XLC,XLY,XLK","XLF,XLI,XLU","XLC,XLE,XLY"
