timestamp,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2018-09-24,0.0049115163809738595,0.0037642464918862637,0.0007452971223547785,0.0027420531213300015,0.002886971198018831,0.0029027881836501167,0.003399884820927218,0.0037879992905421257,0.0010976307285766498,0.0048205176168320835,-0.0001501170855347472
2018-09-25,0.0013718074934333721,0.001051370115490885,0.00020816466809337828,0.0007658671431504044,0.0008063433806533058,0.0008107611322659397,0.0009496023452605397,0.0010580043735608263,0.0003065729484924615,0.0013463911501169902,-4.1928342869155284e-05
2018-09-26,0.004424546029016062,0.0033910264317617168,0.0006714018985920763,0.002470182181684212,0.002600731822774703,0.002614980575204199,0.0030627907384812134,0.0034124241718523187,0.0009888020938427307,0.0043425696719609245,-0.00013523317508686228
2018-09-27,-0.0041316077188500114,-0.0031665149121313982,-0.0006269500302363123,-0.00230663749498428,-0.002428543765432216,-0.0024418491430089474,-0.0028600108967891972,-0.0031864959604795237,-0.000923335939222715,-0.0040550588147701214,0.0001262797191778174
2018-09-28,-0.00015242348985415214,-0.00011681923513218296,-2.3129473579206e-05,-8.509659211107375e-05,-8.959396466946136e-05,-9.008482736071344e-05,-0.00010551167283394706,-0.00011755637702159099,-3.406375816416096e-05,-0.000149599443647845,4.658718059574809e-06
2018-10-01,-0.005000569923255158,-0.0038786493645650935,-0.0007624138197952601,-0.0027328247526738395,-0.003199262748536812,-0.0029646474384763593,-0.0036167612951622085,-0.004107879515227643,-0.001359787138142413,-0.0049573622523264175,-0.00013621240596764375
2018-10-02,0.0008388871216059755,0.0006506756331967868,0.00012790124817299301,0.0004584540414009007,0.0005367028877848819,0.0004973442216404461,0.0006067417352419471,0.0006891308941422095,0.00022811558198761544,0.0008316386760781676,2.2850761997712138e-05
2018-10-03,-0.0007897844282969284,-0.000612589548385559,-0.00012041478712104632,-0.0004316192890112041,-0.0005052879850903102,-0.00046823310507271775,-0.0005712272392197064,-0.0006487939023427954,-0.0002147632617852154,-0.0007829602570112115,-2.1513235256207685e-05
2018-10-04,0.011249344586406319,0.008725458078073609,0.0017151356561237992,0.0061477967129547895,0.0071971014570507775,0.006669307923789164,0.008136311404595243,0.009241137089460822,0.003058994137846149,0.011152144069962577,0.00030642513057312293
2018-10-05,0.008056107021184509,0.006248650625456175,0.0012282774605624268,0.004402683897148888,0.005154133126154537,0.004776159000072319,0.005826739053963211,0.006617949056347353,0.0021906684396034823,0.007986497831336111,0.0002194433308461862
2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-09,0.0021124531140136646,0.001694347941801383,0.00030058368017137315,0.0010910159168315088,0.0012577838647754632,0.0012704088585580194,0.0014807788579836473,0.0016749089927772561,0.0005504854333927297,0.0021712173378790134,-0.00011014605269928955
2018-10-10,0.045828426882902826,0.03675788127553173,0.006520986012681044,0.0236689481252423,0.027286880593452256,0.027560772402279988,0.03212462571248005,0.03633616471854739,0.01194245745242069,0.04710328213004572,-0.002389553779481943
2018-10-11,0.0318806405739109,0.025570696637656203,0.004536337496134813,0.016465353041059828,0.018982175294950335,0.01917270870199235,0.022347562758979908,0.025277328636794265,0.00830779539046075,0.03276749628077981,-0.0016622980616451133
2018-10-12,-0.02010194594128985,-0.016123288373067673,-0.002860331833902097,-0.010382025918465855,-0.01196897724631792,-0.01208911574351934,-0.014090980934310882,-0.0159383087870848,-0.005238378239081042,-0.02066114190336196,0.001048141604809724
2018-10-15,0.007361787735848728,0.006055333415238855,0.0021653320605742473,0.005131168977158785,0.005258205739845775,0.004920058041124286,0.005774273868669406,0.00488103776455103,0.002668669116041861,0.008312477273909134,0.0007364034616273193
2018-10-16,-0.028656771705572695,-0.023571218501265326,-0.008428852984237763,-0.019973781265808795,-0.020468289344167074,-0.019152002899525466,-0.02247715554390896,-0.019000111103976543,-0.01038816172921174,-0.03235746154241877,-0.0028665517996784014
2018-10-17,-0.00023364689326918565,-0.00019218291683284117,-6.872286012617694e-05,-0.00016285197745030582,-0.00016688384389332387,-0.00015615178231979194,-0.00018326270719954522,-0.00015491336486971388,-8.469766726501785e-05,-0.000263819680776991,-2.3371820429438234e-05
