Date,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2018-09-24,0.0049115163809738595,-0.0027357827903479906,-0.014521891763544285,0.017389029938093638,-0.008247211348905612,0.004918237204017549,-0.013724720880101921,-0.010247746757655558,-0.018510397770306785,0.009779806587297797,-0.009008023912812465
2018-09-25,0.0017841724508133236,0.005269665314988009,-0.005698259750244063,0.007196518486659469,-0.0030641718508670713,-0.0022595016228277604,-0.0021029023696474934,-0.004133744837299804,-0.0006163849124711742,0.00014628030375236868,-0.01373286293717608
2018-09-26,0.008336048903800096,0.005705524086308771,0.0017855902082089244,-0.007179159997179272,-0.009409449885387224,0.004844905048584307,0.0024247457781623846,-0.006520155184175441,-0.010098323720173654,0.00060337728004681,-0.009967342532297656
2018-09-27,0.004481928836023613,0.000254736385635538,-0.001925319064833992,-0.00230663749498428,-0.006003593234547126,0.002643936054699467,-0.00145574376134103,-0.01185867330601446,0.0021908793460978055,0.0018422909395434308,0.010445476762572275
2018-09-28,-0.0038122012812710593,-0.0009693198956397543,0.0014625044766694933,-0.0028502789967470425,-0.010494981822687051,0.002967322628694492,-0.0007424136697302023,-0.006463923006024155,0.01238457008962036,0.003581296819731901,0.014650881418486278
2018-10-01,-0.009082285824187917,-0.006949547933018755,-0.00150429833525213,0.011130805830950547,0.0007888995619760985,0.001974861042450143,0.005183527885755145,0.0059042777963906655,-0.009026134890220054,-0.00017835663479810835,-0.003554911799895781
2018-10-02,1.913160471879818e-05,-0.012870028264704712,0.005880503078654201,0.0014999945803985323,0.0005367028877848819,-0.0006531906422884632,0.002882941586022039,0.0049619992175561015,-0.002862188221127198,0.0009636736724602032,0.0135545340310197
2018-10-03,0.0037221950129271283,-0.0039955701591936656,-0.010821370419579255,0.0076338007482930565,0.008884618038831447,-0.0023526142153916844,0.0035916084589600614,-0.007796742340465737,-0.011684101905376557,0.0022552743343261295,-0.012056305553390077
2018-10-04,-0.0030423712414613825,-0.006941560585561127,-0.000709246733123005,0.0020183942115977183,0.013994787683740191,-0.003086404467428921,0.004870094909217516,0.004613310128862997,-0.0016448176262666815,-0.006890643055724167,0.005635745210494496
2018-10-05,-0.0014714826577466832,-0.0012676341181921185,0.0002933791521099237,0.004273494997679776,0.00017906915242915742,0.0036109363205300976,0.0006591435651169446,-0.0007869826900732983,0.002505712794909198,-0.004621091802275304,0.015554566944138554
2018-10-08,-0.003345880953277036,0.002583740338811147,0.013847373550487818,-0.0007781347705403396,0.006785936813759719,-0.00042431071532589293,0.0025338511423218524,-0.0005203039809869026,0.012913729972823473,-0.0112735763036661,0.008390789690639222
2018-10-09,0.0014829517208848806,-0.001238350630717605,-0.0019145468632528865,0.010040761176847305,-0.002644387421932093,0.0029681904669294377,-0.013936625999905358,-0.03147918199600693,0.003970713995112925,0.005743023463445304,0.003957893507879484
2018-10-10,0.006357496778286051,0.0030682383693030613,-0.0055025213947489235,-0.007697735738628902,-0.0036962905890490123,0.003940417118249374,-9.211675276858677e-05,0.010124092902419002,-0.003861507786980618,-0.0013567444881144586,-0.00791450783958195
2018-10-11,0.023356004117923344,0.007954045121634216,-0.020178135849463475,-0.017376538632635174,-0.010786064243830492,-0.007839657891863291,-0.004045002396941236,0.013662474698623743,-0.020974601607868158,0.02010741288249797,-0.01999520496498744
2018-10-12,0.0021643291930295953,0.0023728111713562094,0.00270700814586412,-0.007634712465361439,-0.010832680584276961,0.0032970478515127466,-0.007416643097713893,-0.01314032690436684,-0.005886677085062541,0.01139513628924219,-8.395244249235503e-05
