Date,SPY,XLK,XLF,XLV,XLE,XLI,XLP,XLY,XLB,XLU,XLRE,XLC
2018-08-07,285.5799865722656,73.38999938964844,28.399999618530273,89.9800033569336,76.08000183105469,76.5,54.0099983215332,113.12999725341797,59.470001220703125,53.2599983215332,33.400001525878906,49.459999084472656
2018-08-08,285.4599914550781,73.58999633789062,28.469999313354492,90.12000274658203,75.52999877929688,76.16000366210938,53.599998474121094,113.25,59.220001220703125,52.97999954223633,33.189998626708984,49.41999816894531
2018-08-09,285.07000732421875,73.62000274658203,28.299999237060547,90.0199966430664,74.83000183105469,75.73999786376953,53.439998626708984,113.66999816894531,59.540000915527344,53.220001220703125,33.25,49.689998626708984
2018-08-10,283.1600036621094,73.02999877929688,27.969999313354492,89.62999725341797,75.29000091552734,75.06999969482422,53.2400016784668,112.72000122070312,58.68000030517578,52.9900016784668,32.93000030517578,49.27000045776367
2018-08-13,282.1000061035156,72.93000030517578,27.700000762939453,89.66000366210938,74.33000183105469,74.70999908447266,53.2400016784668,112.1500015258789,58.09000015258789,53.060001373291016,32.91999816894531,49.20000076293945
2018-08-14,283.8999938964844,73.37999725341797,27.959999084472656,90.08000183105469,74.51000213623047,75.2300033569336,53.61000061035156,113.23999786376953,58.58000183105469,53.16999816894531,33.04999923706055,49.54999923706055
2018-08-15,281.7799987792969,72.72000122070312,27.739999771118164,89.93000030517578,71.91000366210938,74.87000274658203,53.83000183105469,111.86000061035156,57.650001525878906,53.65999984741211,33.34000015258789,48.86000061035156
2018-08-16,284.05999755859375,73.04000091552734,28.110000610351562,90.80999755859375,72.43000030517578,75.81999969482422,54.599998474121094,112.41000366210938,58.0,54.2400016784668,33.599998474121094,48.84000015258789
2018-08-17,285.05999755859375,73.1500015258789,28.170000076293945,91.08999633789062,72.61000061035156,76.27999877929688,55.02000045776367,112.51000213623047,58.43000030517578,54.52000045776367,33.91999816894531,48.61000061035156
2018-08-20,285.6700134277344,73.04000091552734,28.260000228881836,91.38999938964844,73.0999984741211,76.79000091552734,54.9900016784668,113.30999755859375,58.84000015258789,54.33000183105469,33.959999084472656,48.689998626708984
2018-08-21,286.3399963378906,73.16000366210938,28.3700008392334,91.38999938964844,73.47000122070312,77.36000061035156,54.599998474121094,114.20999908447266,59.06999969482422,53.939998626708984,33.650001525878906,48.9900016784668
2018-08-22,286.1700134277344,73.37999725341797,28.270000457763672,91.4800033569336,74.3499984741211,76.61000061035156,54.2599983215332,114.33000183105469,58.77000045776367,53.540000915527344,33.439998626708984,48.93000030517578
2018-08-23,285.7900085449219,73.54000091552734,28.139999389648438,91.44999694824219,74.0,76.38999938964844,54.130001068115234,114.22000122070312,58.369998931884766,53.5,33.36000061035156,48.72999954223633
2018-08-24,287.510009765625,74.27999877929688,28.239999771118164,91.88999938964844,74.54000091552734,76.72000122070312,54.060001373291016,114.88999938964844,59.130001068115234,53.72999954223633,33.59000015258789,49.439998626708984
2018-08-27,289.7799987792969,74.95999908447266,28.6200008392334,92.22000122070312,75.08999633789062,77.69000244140625,54.09000015258789,115.62999725341797,59.939998626708984,53.400001525878906,33.540000915527344,49.91999816894531
2018-08-28,289.9200134277344,75.08999633789062,28.59000015258789,92.2699966430664,74.7699966430664,77.52999877929688,53.90999984741211,115.86000061035156,59.709999084472656,53.290000915527344,33.95000076293945,49.70000076293945
2018-08-29,291.4800109863281,75.7699966430664,28.579999923706055,92.87000274658203,75.2300033569336,77.58999633789062,53.970001220703125,117.16000366210938,60.15999984741211,53.68000030517578,33.900001525878906,49.97999954223633
2018-08-30,290.29998779296875,75.54000091552734,28.360000610351562,92.80000305175781,75.0199966430664,77.05000305175781,53.79999923706055,116.48999786376953,59.45000076293945,53.70000076293945,33.720001220703125,49.66999816894531
2018-08-31,290.30999755859375,75.5999984741211,28.329999923706055,92.77999877929688,74.44000244140625,77.0999984741211,53.779998779296875,116.94999694824219,59.27000045776367,53.470001220703125,33.849998474121094,49.18000030517578
2018-09-04,289.80999755859375,75.30999755859375,28.469999313354492,92.04000091552734,74.27999877929688,77.04000091552734,53.709999084472656,117.16999816894531,58.86000061035156,53.709999084472656,33.54999923706055,48.56999969482422
2018-09-05,289.0299987792969,74.37000274658203,28.489999771118164,92.41000366210938,74.18000030517578,77.58999633789062,54.33000183105469,115.91000366210938,59.25,54.459999084472656,33.7599983215332,47.939998626708984
2018-09-06,288.1600036621094,73.83000183105469,28.360000610351562,92.41000366210938,72.80999755859375,77.83000183105469,54.47999954223633,115.58999633789062,59.369998931884766,54.77000045776367,33.869998931884766,47.58000183105469
2018-09-07,287.6000061035156,73.58000183105469,28.329999923706055,92.55000305175781,72.80000305175781,77.58999633789062,54.369998931884766,115.58000183105469,58.97999954223633,54.099998474121094,33.439998626708984,47.68000030517578
2018-09-10,288.1000061035156,73.80999755859375,28.299999237060547,92.30999755859375,72.7699966430664,77.98999786376953,54.560001373291016,116.01000213623047,59.04999923706055,54.369998931884766,33.619998931884766,47.779998779296875
2018-09-11,289.04998779296875,74.44000244140625,28.329999923706055,92.2300033569336,73.45999908447266,77.97000122070312,54.36000061035156,116.94000244140625,59.16999816894531,54.22999954223633,33.630001068115234,48.2599983215332
2018-09-12,289.1199951171875,74.12999725341797,28.06999969482422,92.69000244140625,73.83999633789062,78.20999908447266,54.9900016784668,117.16000366210938,59.20000076293945,54.18000030517578,33.65999984741211,48.119998931884766
2018-09-13,290.8299865722656,75.0,28.030000686645508,93.83999633789062,73.87000274658203,78.68000030517578,54.90999984741211,117.36000061035156,59.43000030517578,54.59000015258789,33.869998931884766,48.459999084472656
2018-09-14,290.8800048828125,74.94000244140625,28.229999542236328,93.52999877929688,74.26000213623047,79.06999969482422,54.7599983215332,116.91999816894531,59.40999984741211,54.29999923706055,33.58000183105469,48.369998931884766
2018-09-17,289.3399963378906,74.0,28.110000610351562,93.19000244140625,74.37999725341797,79.0999984741211,54.959999084472656,115.47000122070312,59.619998931884766,54.47999954223633,33.77000045776367,47.900001525878906
2018-09-18,290.9100036621094,74.47000122070312,28.25,93.7300033569336,74.87000274658203,79.81999969482422,54.72999954223633,116.94000244140625,59.68000030517578,54.380001068115234,33.56999969482422,48.2400016784668
2018-09-19,291.2200012207031,74.27999877929688,28.729999542236328,93.5999984741211,75.0999984741211,79.75,54.630001068115234,116.98999786376953,60.33000183105469,53.20000076293945,33.25,48.369998931884766
2018-09-20,293.5799865722656,75.16000366210938,28.979999542236328,94.51000213623047,75.12000274658203,79.87000274658203,55.31999969482422,117.79000091552734,60.97999954223633,53.310001373291016,33.5,48.900001525878906
2018-09-21,291.989990234375,74.61000061035156,28.739999771118164,94.2699966430664,75.0999984741211,80.0,55.02000045776367,116.91999816894531,60.560001373291016,53.060001373291016,33.150001525878906,48.54999923706055
2018-09-24,291.0199890136719,74.9800033569336,28.420000076293945,94.45999908447266,76.19999694824219,78.62999725341797,54.18000030517578,116.16000366210938,59.709999084472656,52.59000015258789,32.5,48.54999923706055
2018-09-25,290.75,74.88999938964844,28.309999465942383,94.16999816894531,76.69000244140625,78.38999938964844,53.86000061035156,116.6500015258789,59.400001525878906,51.869998931884766,32.470001220703125,48.56999969482422
2018-09-26,289.8800048828125,74.61000061035156,27.969999313354492,94.37999725341797,75.94999694824219,78.33999633789062,53.91999816894531,116.91999816894531,58.810001373291016,51.36000061035156,32.11000061035156,48.7599983215332
2018-09-27,290.69000244140625,75.05000305175781,27.8700008392334,94.86000061035156,75.94999694824219,78.44999694824219,53.849998474121094,117.31999969482422,58.29999923706055,51.88999938964844,32.209999084472656,49.18000030517578
2018-09-28,290.7200012207031,75.33000183105469,27.579999923706055,95.1500015258789,75.73999786376953,78.4000015258789,53.93000030517578,117.22000122070312,57.93000030517578,52.650001525878906,32.61000061035156,49.0
2018-10-01,291.7300109863281,75.69000244140625,27.690000534057617,95.62000274658203,76.79000091552734,79.08999633789062,53.88999938964844,116.86000061035156,58.5099983215332,52.470001220703125,32.36000061035156,48.79999923706055
2018-10-02,291.55999755859375,75.69999694824219,27.690000534057617,95.51000213623047,76.87000274658203,79.2699966430664,54.20000076293945,115.27999877929688,58.7599983215332,53.18000030517578,32.2599983215332,48.7599983215332
2018-10-03,291.7200012207031,75.93000030517578,27.950000762939453,95.33000183105469,77.48999786376953,79.5999984741211,53.619998931884766,114.88999938964844,58.34000015258789,52.540000915527344,31.889999389648438,48.97999954223633
2018-10-04,289.44000244140625,74.55999755859375,28.139999389648438,94.4000015258789,77.16999816894531,79.33999633789062,53.4900016784668,113.08999633789062,58.06999969482422,52.81999969482422,31.739999771118164,48.279998779296875
2018-10-05,287.82000732421875,73.62000274658203,28.0,94.29000091552734,77.16000366210938,78.93000030517578,53.439998626708984,112.23999786376953,57.63999938964844,53.630001068115234,31.75,47.81999969482422
2018-10-08,287.82000732421875,72.79000091552734,28.190000534057617,94.25,77.0999984741211,79.12999725341797,54.18000030517578,112.52999877929688,57.61000061035156,54.08000183105469,32.15999984741211,47.65999984741211
2018-10-09,287.3999938964844,73.05000305175781,28.079999923706055,94.41000366210938,77.79000091552734,77.91000366210938,54.060001373291016,112.19999694824219,55.70000076293945,54.29999923706055,32.27000045776367,47.630001068115234
2018-10-10,278.29998779296875,69.51000213623047,27.209999084472656,92.18000030517578,75.3499984741211,75.4000015258789,53.40999984741211,108.41999816894531,54.2400016784668,54.0,31.760000228881836,45.75
2018-10-11,272.1700134277344,68.62999725341797,26.399999618530273,89.69000244140625,72.80000305175781,73.41000366210938,52.09000015258789,106.51000213623047,53.61000061035156,53.0099983215332,30.829999923706055,45.36000061035156
2018-10-12,275.95001220703125,70.83000183105469,26.43000030517578,91.06999969482422,73.0,73.9000015258789,52.380001068115234,108.4800033569336,53.7599983215332,52.95000076293945,30.809999465942383,46.369998931884766
2018-10-15,274.3999938964844,69.66999816894531,26.309999465942383,90.44000244140625,72.38999938964844,74.04000091552734,52.70000076293945,108.2300033569336,53.58000183105469,53.20000076293945,31.0,46.189998626708984
2018-10-16,280.3999938964844,71.7699966430664,26.75,92.91999816894531,72.98999786376953,75.29000091552734,53.290000915527344,110.4000015258789,54.439998626708984,53.75,31.579999923706055,47.40999984741211
2018-10-17,280.45001220703125,71.44000244140625,27.020000457763672,93.41000366210938,72.52999877929688,74.73999786376953,53.540000915527344,109.48999786376953,54.09000015258789,53.650001525878906,31.489999771118164,47.599998474121094
2018-10-18,276.3999938964844,70.04000091552734,26.56999969482422,92.3499984741211,72.16999816894531,73.44999694824219,53.470001220703125,107.38999938964844,53.47999954223633,53.72999954223633,31.5,46.72999954223633
2018-10-19,276.25,70.01000213623047,26.670000076293945,91.51000213623047,71.52999877929688,73.18000030517578,54.689998626708984,106.33999633789062,53.099998474121094,54.56999969482422,31.81999969482422,46.720001220703125
2018-10-22,275.010009765625,70.58999633789062,26.100000381469727,90.76000213623047,70.73999786376953,72.93000030517578,54.279998779296875,106.7699966430664,52.68000030517578,54.220001220703125,31.3700008392334,46.689998626708984
2018-10-23,273.6099853515625,70.31999969482422,25.889999389648438,90.2699966430664,68.88999938964844,71.7300033569336,54.52000045776367,106.79000091552734,52.15999984741211,53.91999816894531,31.56999969482422,46.59000015258789
2018-10-24,265.32000732421875,67.16999816894531,25.239999771118164,87.29000091552734,66.16999816894531,69.30000305175781,54.75,103.5999984741211,50.5099983215332,55.22999954223633,31.940000534057617,44.369998931884766
2018-10-25,270.0799865722656,69.4800033569336,25.6299991607666,88.41999816894531,66.9800033569336,69.79000091552734,54.880001068115234,106.7300033569336,51.15999984741211,54.369998931884766,32.31999969482422,45.84000015258789
2018-10-26,265.3299865722656,68.08999633789062,25.260000228881836,87.41999816894531,66.4800033569336,69.0999984741211,53.83000183105469,103.41000366210938,50.86000061035156,53.369998931884766,31.479999542236328,44.599998474121094
2018-10-29,263.8599853515625,66.94000244140625,25.479999542236328,87.63999938964844,65.23999786376953,67.94999694824219,54.45000076293945,102.5,50.7400016784668,54.119998931884766,32.0,43.90999984741211
2018-10-30,267.7699890136719,67.69000244140625,25.920000076293945,88.58000183105469,66.75,69.3499984741211,55.529998779296875,104.04000091552734,51.900001525878906,54.33000183105469,32.529998779296875,45.11000061035156
2018-10-31,270.6300048828125,69.30000305175781,26.280000686645508,88.69999694824219,67.16000366210938,69.87999725341797,55.0099983215332,105.37999725341797,52.61000061035156,53.689998626708984,32.09000015258789,46.040000915527344
2018-11-01,273.510009765625,70.11000061035156,26.399999618530273,89.81999969482422,67.7300033569336,71.11000061035156,55.400001525878906,107.52999877929688,54.09000015258789,53.45000076293945,32.209999084472656,46.310001373291016
2018-11-02,271.8900146484375,68.73999786376953,26.3799991607666,89.26000213623047,67.55999755859375,70.98999786376953,55.11000061035156,107.97000122070312,53.959999084472656,53.150001525878906,31.940000534057617,45.84000015258789
2018-11-05,273.3900146484375,68.66999816894531,26.799999237060547,90.05000305175781,68.69000244140625,71.36000061035156,55.79999923706055,108.12000274658203,54.119998931884766,53.900001525878906,32.470001220703125,45.650001525878906
2018-11-06,275.1199951171875,69.0999984741211,26.940000534057617,90.51000213623047,69.01000213623047,72.11000061035156,56.13999938964844,108.5999984741211,55.0099983215332,54.2599983215332,32.650001525878906,45.91999816894531
2018-11-07,281.010009765625,71.12999725341797,27.290000915527344,93.16999816894531,70.13999938964844,73.27999877929688,56.459999084472656,111.54000091552734,56.0,54.880001068115234,33.0099983215332,46.7599983215332
2018-11-08,280.5,71.06999969482422,27.3700008392334,93.22000122070312,68.62000274658203,73.16000366210938,56.4900016784668,111.56999969482422,55.7599983215332,54.790000915527344,33.08000183105469,46.31999969482422
2018-11-09,277.760009765625,69.83999633789062,27.1200008392334,92.94999694824219,68.5,72.41999816894531,56.81999969482422,110.0199966430664,54.97999954223633,54.869998931884766,33.119998931884766,45.369998931884766
2018-11-12,272.57000732421875,67.37999725341797,26.579999923706055,91.69000244140625,67.08000183105469,70.98999786376953,56.52000045776367,107.80999755859375,54.16999816894531,54.84000015258789,33.189998626708984,44.689998626708984
2018-11-13,272.05999755859375,67.45999908447266,26.729999542236328,91.05000305175781,65.54000091552734,71.30999755859375,56.38999938964844,107.76000213623047,54.0099983215332,55.06999969482422,33.2599983215332,44.54999923706055
2018-11-14,270.20001220703125,66.6500015258789,26.3700008392334,90.31999969482422,65.43000030517578,71.06999969482422,56.0099983215332,106.94999694824219,53.95000076293945,54.5,33.25,44.77000045776367
2018-11-15,273.0199890136719,68.31999969482422,26.760000228881836,91.12000274658203,66.38999938964844,72.01000213623047,55.91999816894531,106.79000091552734,54.689998626708984,54.04999923706055,32.9900016784668,45.099998474121094
2018-11-16,273.7300109863281,68.20999908447266,26.790000915527344,92.04000091552734,67.18000030517578,71.98999786376953,56.060001373291016,106.37000274658203,55.2400016784668,54.880001068115234,33.459999084472656,44.880001068115234
2018-11-19,269.1000061035156,65.61000061035156,26.780000686645508,90.87000274658203,67.16000366210938,70.8499984741211,55.970001220703125,103.7699966430664,54.45000076293945,55.119998931884766,33.54999923706055,43.52000045776367
2018-11-20,264.1199951171875,64.19999694824219,26.190000534057617,90.0199966430664,64.95999908447266,69.37999725341797,55.040000915527344,101.41999816894531,53.459999084472656,54.88999938964844,33.11000061035156,42.95000076293945
2018-11-21,265.0199890136719,64.66999816894531,26.209999084472656,89.51000213623047,65.9800033569336,69.87000274658203,54.599998474121094,102.4800033569336,53.88999938964844,54.08000183105469,33.09000015258789,43.459999084472656
2018-11-23,263.25,64.08000183105469,26.0,89.63999938964844,63.90999984741211,69.7300033569336,54.790000915527344,102.0199966430664,53.310001373291016,54.11000061035156,32.970001220703125,42.88999938964844
2018-11-26,267.5,65.52999877929688,26.530000686645508,90.51000213623047,64.87000274658203,70.23999786376953,54.86000061035156,104.30999755859375,53.91999816894531,54.43000030517578,33.040000915527344,43.869998931884766
2018-11-27,268.3999938964844,65.66000366210938,26.549999237060547,91.44999694824219,64.69000244140625,70.12000274658203,55.349998474121094,104.62000274658203,53.2599983215332,54.84000015258789,33.220001220703125,44.0099983215332
2018-11-28,274.5799865722656,67.95999908447266,27.059999465942383,93.6500015258789,65.80000305175781,71.80000305175781,55.810001373291016,107.70999908447266,54.08000183105469,54.79999923706055,33.4900016784668,44.93000030517578
2018-11-29,273.9800109863281,67.30000305175781,26.829999923706055,93.95999908447266,66.2300033569336,71.83999633789062,55.900001525878906,107.20999908447266,54.470001220703125,54.779998779296875,33.529998779296875,45.08000183105469
2018-11-30,275.6499938964844,67.94000244140625,26.969999313354492,95.87000274658203,66.11000061035156,72.54000091552734,56.2599983215332,107.98999786376953,54.61000061035156,55.59000015258789,33.849998474121094,45.0099983215332
2018-12-03,279.29998779296875,69.44000244140625,27.139999389648438,95.41000366210938,67.58000183105469,73.37999725341797,56.310001373291016,110.01000213623047,55.56999969482422,56.150001525878906,34.0099983215332,45.08000183105469
2018-12-04,270.25,66.80999755859375,25.959999084472656,93.27999877929688,65.63999938964844,70.26000213623047,55.36000061035156,106.05000305175781,53.91999816894531,56.189998626708984,33.560001373291016,43.75
2018-12-06,269.8399963378906,66.95999908447266,25.600000381469727,92.93000030517578,64.43000030517578,69.87000274658203,55.41999816894531,106.55999755859375,53.189998626708984,56.25,34.47999954223633,44.2400016784668
2018-12-07,263.57000732421875,64.5999984741211,25.110000610351562,90.55999755859375,64.06999969482422,68.02999877929688,54.720001220703125,103.37000274658203,51.90999984741211,56.459999084472656,33.959999084472656,43.400001525878906
2018-12-10,264.07000732421875,65.48999786376953,24.760000228881836,90.91000366210938,63.06999969482422,68.19999694824219,54.720001220703125,103.44999694824219,52.04999923706055,56.56999969482422,33.83000183105469,43.72999954223633
2018-12-11,264.1300048828125,65.56999969482422,24.520000457763672,91.19000244140625,63.09000015258789,67.80000305175781,55.16999816894531,103.48999786376953,51.880001068115234,56.79999923706055,33.88999938964844,43.77000045776367
2018-12-12,265.4599914550781,66.08000183105469,24.65999984741211,91.97000122070312,63.34000015258789,68.18000030517578,55.099998474121094,104.58000183105469,52.33000183105469,56.439998626708984,33.25,44.2400016784668
2018-12-13,265.3699951171875,66.19000244140625,24.479999542236328,92.05999755859375,63.540000915527344,67.98999786376953,55.439998626708984,104.05999755859375,51.720001220703125,56.93000030517578,33.47999954223633,44.040000915527344
2018-12-14,260.4700012207031,64.56999969482422,24.239999771118164,88.95999908447266,62.09000015258789,67.05000305175781,54.5,102.33000183105469,51.31999969482422,56.81999969482422,33.41999816894531,43.61000061035156
2018-12-17,255.36000061035156,63.20000076293945,24.0,87.19000244140625,60.959999084472656,65.94999694824219,53.2400016784668,99.7300033569336,50.439998626708984,54.9900016784668,32.16999816894531,42.7599983215332
2018-12-18,255.0800018310547,63.70000076293945,23.90999984741211,86.43000030517578,59.52000045776367,66.27999877929688,52.61000061035156,100.51000213623047,50.720001220703125,54.619998931884766,32.4900016784668,42.95000076293945
2018-12-19,251.25999450683594,62.439998626708984,23.610000610351562,85.30000305175781,58.81999969482422,65.02999877929688,52.099998474121094,98.5199966430664,50.029998779296875,54.529998779296875,32.189998626708984,42.029998779296875
2018-12-20,247.1699981689453,61.31999969482422,23.399999618530273,84.0999984741211,57.189998626708984,63.84000015258789,51.16999816894531,96.30999755859375,49.36000061035156,54.5,31.799999237060547,41.290000915527344
2018-12-21,240.6999969482422,59.20000076293945,22.790000915527344,82.68000030517578,56.11000061035156,62.25,50.18000030517578,93.76000213623047,48.599998474121094,53.810001373291016,30.950000762939453,39.810001373291016
2018-12-24,234.33999633789062,57.619998931884766,22.309999465942383,80.69999694824219,53.84000015258789,60.34000015258789,48.72999954223633,91.9800033569336,47.34000015258789,51.560001373291016,29.809999465942383,38.970001220703125
2018-12-26,246.17999267578125,61.099998474121094,23.31999969482422,84.22000122070312,57.189998626708984,63.150001525878906,50.09000015258789,97.43000030517578,49.459999084472656,52.2599983215332,30.760000228881836,41.15999984741211
2018-12-27,248.07000732421875,61.540000915527344,23.600000381469727,85.1500015258789,57.4900016784668,63.939998626708984,50.56999969482422,97.94999694824219,50.369998931884766,52.70000076293945,30.829999923706055,41.349998474121094
2018-12-28,247.75,61.400001525878906,23.59000015258789,85.25,57.04999923706055,63.77000045776367,50.56999969482422,97.95999908447266,50.099998474121094,52.83000183105469,30.940000534057617,41.220001220703125
2018-12-31,249.9199981689453,61.97999954223633,23.81999969482422,86.51000213623047,57.349998474121094,64.41000366210938,50.779998779296875,99.01000213623047,50.52000045776367,52.91999816894531,31.0,41.279998779296875
2019-01-02,250.17999267578125,62.02000045776367,24.020000457763672,85.19999694824219,58.47999954223633,64.73999786376953,50.47999954223633,99.76000213623047,50.779998779296875,52.0099983215332,30.290000915527344,41.83000183105469
2019-01-03,244.2100067138672,58.88999938964844,23.479999542236328,83.47000122070312,57.900001525878906,62.77000045776367,50.189998626708984,97.5999984741211,49.34000015258789,52.0,30.43000030517578,41.130001068115234
