Date,L8_X1,L8_X2,L8_X3,L8_X4,L10_X1,L10_X2,L10_X3,L10_X4,L12_X1,L12_X2,L12_X3,L12_X4,L14_X1,L14_X2,L14_X3,L14_X4,L16_X1,L16_X2,L16_X3,L16_X4,L18_X1,L18_X2,L18_X3,L18_X4,L20_X1,L20_X2,L20_X3,L20_X4,L22_X1,L22_X2,L22_X3,L22_X4,L24_X1,L24_X2,L24_X3,L24_X4,L26_X1,L26_X2,L26_X3,L26_X4
2018-11-30,0.007652225742012134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07,-0.00130616238618305,-0.00130616238618305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,-0.0063902378494485835,-0.008898510862689366,-0.008898510862689366,,-0.0071168984464808835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21,0.0016960660644002666,6.088567612286655e-05,3.5581908084816784e-05,3.5581908084816784e-05,3.5581908084816784e-05,-0.0013562794913954833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,0.0008505628524255833,0.0010017339867488832,0.0020074587703383666,0.0016338095099423832,0.0020074587703383666,0.0016338095099423832,0.002979980025393433,,0.0022297818213652502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,0.001608044262597934,0.0007568347302976499,0.0024461590000109334,0.002239431368243717,0.0029751512715761,0.002239431368243717,0.0006564753699259335,-0.0002654330901665498,0.0024461590000109334,-0.0012788425375949333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,0.002496576596322334,-1.8707499789433332e-05,0.0004700769578579001,0.0015276352498253167,0.0004700769578579001,0.0006924430823964334,0.00217761399536145,0.0018519820755633167,0.00217761399536145,0.0015276352498253167,0.0016818335504587166,,0.0016818335504587166,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,0.0006627936149966667,-0.00019842600017600003,0.0012373467806325,0.0014165357431194666,0.0009550058034035833,0.0014165357431194668,0.0033536768704568332,0.0008448695872326668,0.003169898400464683,0.0008448695872326668,0.00250193521791925,-2.6221239118000023e-05,0.00250193521791925,-2.6221239118000023e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,-0.0043312398121319665,-0.00328404816994535,-0.004072909112926634,-0.0013687114417751834,-0.004072909112926634,-0.003471103025448617,-0.0025593422832612834,-0.003069685951050033,-0.003017944212800833,-0.0013084730648962,-0.006530536932386433,-0.006264432975241916,-0.006530536932386433,-0.006264432975241916,-0.005029951436191017,,-0.006530536932386433,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,0.0012593099205084166,-0.0009412705145033337,0.00022154298785469973,-0.0046597002310397005,-0.003176514187967117,-0.0046597002310397005,-0.003176514187967117,-3.887118106396672e-05,-0.002966549196665334,0.0021690476784391667,0.0022643750708956334,-0.0007749058262583165,0.0024743400621974167,-0.0007749058262583165,0.0011725988643261503,0.0011326268819995338,0.0011725988643261503,-0.0007749058262583165,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,-0.0038235247712054667,-0.0021812217716987835,-0.00014240267683721675,0.0014253387201786664,-0.0019384270888980833,-0.00015372141255418358,9.393003411864974e-05,-0.00015372141255418358,-0.0004613171110743336,-0.0008279613085706503,-0.00022833712743995025,-0.00032382531050421676,-0.0020215385683395835,-0.0009980652065206834,0.0024455412170934663,0.0007918653694748499,0.0013298505371143999,0.0007918653694748499,0.0024455412170934663,,0.00015680611980299988,,,,,,,,,,,,,,,,,,,
2019-02-15,0.0027288258362429497,0.0016615966160044668,0.005014237366468067,0.0027620054444693334,0.0049309361489032,0.0026970176921269164,0.003287652998121183,0.0028390273783344333,0.004434885938653216,0.004259417432089933,0.004637490475199717,0.0050255212446474835,0.006262078298616533,0.006262078298616533,0.005807429782957634,0.0030947507168609,0.006262078298616533,0.00245581112987795,0.00509653189286205,0.0030947507168609,0.0047750704986499,0.0047750704986499,,,,,,,,,,,,,,,,,,
2019-02-22,-0.0017853227384412,-0.0025695905663706,-0.0021024276563450166,-0.0022147547439685836,-0.001026210592494533,-0.0008369886241056,8.16962591455167e-05,0.0006183125225371667,-0.0020349301669892166,-0.00024031243083980016,0.00016385707127326648,-0.0003109809648504166,-0.0002922540583042834,-0.00228552567168055,-0.0022855256716805498,-0.0012215475456918666,-0.00025465022332681677,-0.00228552567168055,0.0010111287692304,-0.0007797742086013333,0.0008093279026618665,0.0005587323979705332,0.0005587323979705332,,0.0024571610850456834,,,,,,,,,,,,,,,
2019-03-01,0.0004896836874500501,-0.0005897121446033998,-0.0037333661957782,0.0002082571473059501,-0.0024413826502591666,0.00017039732546944998,0.0014623808709884835,-0.0032842144836627003,0.0014623808709884835,-0.0016258196227122998,-0.0014686854667207332,-0.0017584274510394665,-0.0009411460903699,-0.0020205419224233498,-0.00201882358930065,-0.00201882358930065,-0.00201882358930065,-0.0003327788368733498,-0.00201882358930065,-0.004296489822160333,-0.00201882358930065,0.0009920092522986501,0.0005990052857103001,0.0005990052857103,0.00167840111776375,0.0001747278916290833,,,,,,,,,,,,,,
2019-03-08,-0.0023055299955029116,-0.0020850972873424833,-0.0023055299955029116,0.0010230553259128387,-0.001954981869821528,0.0007040482009009221,-0.001378276775265883,-0.0016972839002777997,-0.0017302659715744831,-0.0016972839002777997,0.0010545963265823053,0.0010918615879656054,0.0010918615879656054,0.0015598800106755499,0.001339447302515122,0.0009243095415191554,0.0012724804496815332,0.0009243095415191554,0.0007671967655882887,0.0009243095415191554,0.0008044620269715887,0.0009243095415191554,0.0008299545376849719,0.0006996677526218219,0.0008299545376849719,0.00092010046078225,0.0008945441729995553,,0.0006996677526218219,,,,,,,,,,,
2019-03-15,-1.2347042304266761e-05,-0.0024686799808424508,-0.0005902996837376668,-0.0024686799808424508,0.0014898009894785996,-0.0009665319490595843,-0.0011183050088808004,-0.0017452577324274334,-0.0006785936505668167,-0.0006623600929233334,-0.0006785936505668167,0.0003838430229020661,-0.0006785936505668167,-0.0012065989757099503,0.0003095952362010666,-0.0015687850609037168,0.00027953963783936665,-9.61508017160501e-05,-0.001582289415265367,-2.1903015015050384e-05,-0.0004628270943271834,-0.0016123450136270668,-0.001582289415265367,0.0009753000186971162,0.0008875478776344664,0.0009753000186971162,0.0008875478776344664,-0.0005133436587241001,-0.0004628270943271835,-0.0009908324194703169,,,,,,,,,,
