portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.2777052385793852
XLK_short,XLK,-1.0
XLK_short,SPY,1.2777052385793852
XLF_long,XLF,1.0
XLF_long,SPY,-0.7782156303366818
XLF_short,XLF,-1.0
XLF_short,SPY,0.7782156303366818
XLV_long,XLV,1.0
XLV_long,SPY,-0.46306872592426457
XLV_short,XLV,-1.0
XLV_short,SPY,0.46306872592426457
XLY_long,XLY,1.0
XLY_long,SPY,-1.087132744276591
XLY_short,XLY,-1.0
XLY_short,SPY,1.087132744276591
XLP_long,XLP,1.0
XLP_long,SPY,-0.30112923503683875
XLP_short,XLP,-1.0
XLP_short,SPY,0.30112923503683875
XLE_long,XLE,1.0
XLE_long,SPY,-0.8487809533712438
XLE_short,XLE,-1.0
XLE_short,SPY,0.8487809533712438
XLI_long,XLI,1.0
XLI_long,SPY,-0.8632195905187933
XLI_short,XLI,-1.0
XLI_short,SPY,0.8632195905187933
XLB_long,XLB,1.0
XLB_long,SPY,-0.8388331065766466
XLB_short,XLB,-1.0
XLB_short,SPY,0.8388331065766466
XLU_long,XLU,1.0
XLU_long,SPY,-0.3832474020117544
XLU_short,XLU,-1.0
XLU_short,SPY,0.3832474020117544
XLC_long,XLC,1.0
XLC_long,SPY,-0.8766047864652312
XLC_short,XLC,-1.0
XLC_short,SPY,0.8766047864652312
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.5711415643907802
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.5711415643907802
