portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.3275133055294477
XLK_short,XLK,-1.0
XLK_short,SPY,1.3275133055294477
XLF_long,XLF,1.0
XLF_long,SPY,-0.9058718435224999
XLF_short,XLF,-1.0
XLF_short,SPY,0.9058718435224999
XLV_long,XLV,1.0
XLV_long,SPY,-0.4447922834536331
XLV_short,XLV,-1.0
XLV_short,SPY,0.4447922834536331
XLY_long,XLY,1.0
XLY_long,SPY,-1.3517293303318705
XLY_short,XLY,-1.0
XLY_short,SPY,1.3517293303318705
XLP_long,XLP,1.0
XLP_long,SPY,-0.26799691745039034
XLP_short,XLP,-1.0
XLP_short,SPY,0.26799691745039034
XLE_long,XLE,1.0
XLE_long,SPY,-0.34741342628654415
XLE_short,XLE,-1.0
XLE_short,SPY,0.34741342628654415
XLI_long,XLI,1.0
XLI_long,SPY,-0.7838564862934609
XLI_short,XLI,-1.0
XLI_short,SPY,0.7838564862934609
XLB_long,XLB,1.0
XLB_long,SPY,-0.6013457633564623
XLB_short,XLB,-1.0
XLB_short,SPY,0.6013457633564623
XLU_long,XLU,1.0
XLU_long,SPY,-0.3175309414796438
XLU_short,XLU,-1.0
XLU_short,SPY,0.3175309414796438
XLC_long,XLC,1.0
XLC_long,SPY,-0.8896498616689374
XLC_short,XLC,-1.0
XLC_short,SPY,0.8896498616689374
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.6729171156830722
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.6729171156830722
