portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.278435784282123
XLK_short,XLK,-1.0
XLK_short,SPY,1.278435784282123
XLF_long,XLF,1.0
XLF_long,SPY,-0.7794910622582694
XLF_short,XLF,-1.0
XLF_short,SPY,0.7794910622582694
XLV_long,XLV,1.0
XLV_long,SPY,-0.4639389794224089
XLV_short,XLV,-1.0
XLV_short,SPY,0.4639389794224089
XLY_long,XLY,1.0
XLY_long,SPY,-1.0876743390127253
XLY_short,XLY,-1.0
XLY_short,SPY,1.0876743390127253
XLP_long,XLP,1.0
XLP_long,SPY,-0.3009823693605814
XLP_short,XLP,-1.0
XLP_short,SPY,0.3009823693605814
XLE_long,XLE,1.0
XLE_long,SPY,-0.8432252453192081
XLE_short,XLE,-1.0
XLE_short,SPY,0.8432252453192081
XLI_long,XLI,1.0
XLI_long,SPY,-0.8631039697581027
XLI_short,XLI,-1.0
XLI_short,SPY,0.8631039697581027
XLB_long,XLB,1.0
XLB_long,SPY,-0.8371824300891456
XLB_short,XLB,-1.0
XLB_short,SPY,0.8371824300891456
XLU_long,XLU,1.0
XLU_long,SPY,-0.38061976343577086
XLU_short,XLU,-1.0
XLU_short,SPY,0.38061976343577086
XLC_long,XLC,1.0
XLC_long,SPY,-0.8755113288751931
XLC_short,XLC,-1.0
XLC_short,SPY,0.8755113288751931
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.5704688451781601
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.5704688451781601
