portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.3642770932711006
XLK_short,XLK,-1.0
XLK_short,SPY,1.3642770932711006
XLF_long,XLF,1.0
XLF_long,SPY,-0.8245796951843909
XLF_short,XLF,-1.0
XLF_short,SPY,0.8245796951843909
XLV_long,XLV,1.0
XLV_long,SPY,-0.49020877928421747
XLV_short,XLV,-1.0
XLV_short,SPY,0.49020877928421747
XLY_long,XLY,1.0
XLY_long,SPY,-1.3272253905066371
XLY_short,XLY,-1.0
XLY_short,SPY,1.3272253905066371
XLP_long,XLP,1.0
XLP_long,SPY,-0.30118616454669894
XLP_short,XLP,-1.0
XLP_short,SPY,0.30118616454669894
XLE_long,XLE,1.0
XLE_long,SPY,-0.3126747004211934
XLE_short,XLE,-1.0
XLE_short,SPY,0.3126747004211934
XLI_long,XLI,1.0
XLI_long,SPY,-0.8204922200921068
XLI_short,XLI,-1.0
XLI_short,SPY,0.8204922200921068
XLB_long,XLB,1.0
XLB_long,SPY,-0.5952699730498638
XLB_short,XLB,-1.0
XLB_short,SPY,0.5952699730498638
XLU_long,XLU,1.0
XLU_long,SPY,-0.25192722206118084
XLU_short,XLU,-1.0
XLU_short,SPY,0.25192722206118084
XLC_long,XLC,1.0
XLC_long,SPY,-0.8699023907330525
XLC_short,XLC,-1.0
XLC_short,SPY,0.8699023907330525
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.704781136360971
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.704781136360971
