portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.2911599329320342
XLK_short,XLK,-1.0
XLK_short,SPY,1.2911599329320342
XLF_long,XLF,1.0
XLF_long,SPY,-0.7576539853177016
XLF_short,XLF,-1.0
XLF_short,SPY,0.7576539853177016
XLV_long,XLV,1.0
XLV_long,SPY,-0.42049849645106535
XLV_short,XLV,-1.0
XLV_short,SPY,0.42049849645106535
XLY_long,XLY,1.0
XLY_long,SPY,-1.0631376093878648
XLY_short,XLY,-1.0
XLY_short,SPY,1.0631376093878648
XLP_long,XLP,1.0
XLP_long,SPY,-0.2973957914363667
XLP_short,XLP,-1.0
XLP_short,SPY,0.2973957914363667
XLE_long,XLE,1.0
XLE_long,SPY,-0.8419829535997326
XLE_short,XLE,-1.0
XLE_short,SPY,0.8419829535997326
XLI_long,XLI,1.0
XLI_long,SPY,-0.8684328862789036
XLI_short,XLI,-1.0
XLI_short,SPY,0.8684328862789036
XLB_long,XLB,1.0
XLB_long,SPY,-0.8329357061524169
XLB_short,XLB,-1.0
XLB_short,SPY,0.8329357061524169
XLU_long,XLU,1.0
XLU_long,SPY,-0.3673720401509989
XLU_short,XLU,-1.0
XLU_short,SPY,0.3673720401509989
XLC_long,XLC,1.0
XLC_long,SPY,-0.8601944325144733
XLC_short,XLC,-1.0
XLC_short,SPY,0.8601944325144733
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.5646782963621382
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.5646782963621382
