portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.395584849242002
XLK_short,XLK,-1.0
XLK_short,SPY,1.395584849242002
XLF_long,XLF,1.0
XLF_long,SPY,-0.7917811953377917
XLF_short,XLF,-1.0
XLF_short,SPY,0.7917811953377917
XLV_long,XLV,1.0
XLV_long,SPY,-0.32411739148434104
XLV_short,XLV,-1.0
XLV_short,SPY,0.32411739148434104
XLY_long,XLY,1.0
XLY_long,SPY,-1.3282091825314797
XLY_short,XLY,-1.0
XLY_short,SPY,1.3282091825314797
XLP_long,XLP,1.0
XLP_long,SPY,-0.2856961955301845
XLP_short,XLP,-1.0
XLP_short,SPY,0.2856961955301845
XLE_long,XLE,1.0
XLE_long,SPY,-0.4324656257137803
XLE_short,XLE,-1.0
XLE_short,SPY,0.4324656257137803
XLI_long,XLI,1.0
XLI_long,SPY,-0.7573485470186009
XLI_short,XLI,-1.0
XLI_short,SPY,0.7573485470186009
XLB_long,XLB,1.0
XLB_long,SPY,-0.6510375859412791
XLB_short,XLB,-1.0
XLB_short,SPY,0.6510375859412791
XLU_long,XLU,1.0
XLU_long,SPY,-0.5618148826039764
XLU_short,XLU,-1.0
XLU_short,SPY,0.5618148826039764
XLC_long,XLC,1.0
XLC_long,SPY,-0.7707036031672098
XLC_short,XLC,-1.0
XLC_short,SPY,0.7707036031672098
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.705972061253741
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.705972061253741
