portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.4191564517064665
XLK_short,XLK,-1.0
XLK_short,SPY,1.4191564517064665
XLF_long,XLF,1.0
XLF_long,SPY,-0.7974314214863173
XLF_short,XLF,-1.0
XLF_short,SPY,0.7974314214863173
XLV_long,XLV,1.0
XLV_long,SPY,-0.3022475888882861
XLV_short,XLV,-1.0
XLV_short,SPY,0.3022475888882861
XLY_long,XLY,1.0
XLY_long,SPY,-1.2688520438019575
XLY_short,XLY,-1.0
XLY_short,SPY,1.2688520438019575
XLP_long,XLP,1.0
XLP_long,SPY,-0.20345296512491506
XLP_short,XLP,-1.0
XLP_short,SPY,0.20345296512491506
XLE_long,XLE,1.0
XLE_long,SPY,-0.5801829943466544
XLE_short,XLE,-1.0
XLE_short,SPY,0.5801829943466544
XLI_long,XLI,1.0
XLI_long,SPY,-0.7979105568748707
XLI_short,XLI,-1.0
XLI_short,SPY,0.7979105568748707
XLB_long,XLB,1.0
XLB_long,SPY,-0.7192416936821334
XLB_short,XLB,-1.0
XLB_short,SPY,0.7192416936821334
XLU_long,XLU,1.0
XLU_long,SPY,-0.5420476932620358
XLU_short,XLU,-1.0
XLU_short,SPY,0.5420476932620358
XLC_long,XLC,1.0
XLC_long,SPY,-0.7919658251390055
XLC_short,XLC,-1.0
XLC_short,SPY,0.7919658251390055
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.47577667280081026
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.47577667280081026
