portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.458581335380584
XLK_short,XLK,-1.0
XLK_short,SPY,1.458581335380584
XLF_long,XLF,1.0
XLF_long,SPY,-0.7740384264531168
XLF_short,XLF,-1.0
XLF_short,SPY,0.7740384264531168
XLV_long,XLV,1.0
XLV_long,SPY,-0.2960083773400756
XLV_short,XLV,-1.0
XLV_short,SPY,0.2960083773400756
XLY_long,XLY,1.0
XLY_long,SPY,-1.2645218160720515
XLY_short,XLY,-1.0
XLY_short,SPY,1.2645218160720515
XLP_long,XLP,1.0
XLP_long,SPY,-0.16609582078815002
XLP_short,XLP,-1.0
XLP_short,SPY,0.16609582078815002
XLE_long,XLE,1.0
XLE_long,SPY,-0.4737972077358634
XLE_short,XLE,-1.0
XLE_short,SPY,0.4737972077358634
XLI_long,XLI,1.0
XLI_long,SPY,-0.7801066127667912
XLI_short,XLI,-1.0
XLI_short,SPY,0.7801066127667912
XLB_long,XLB,1.0
XLB_long,SPY,-0.6464894161949911
XLB_short,XLB,-1.0
XLB_short,SPY,0.6464894161949911
XLU_long,XLU,1.0
XLU_long,SPY,-0.44058404950084934
XLU_short,XLU,-1.0
XLU_short,SPY,0.44058404950084934
XLC_long,XLC,1.0
XLC_long,SPY,-0.8296901886512519
XLC_short,XLC,-1.0
XLC_short,SPY,0.8296901886512519
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.5320817916311567
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.5320817916311567
