portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.3843754282986553
XLK_short,XLK,-1.0
XLK_short,SPY,1.3843754282986553
XLF_long,XLF,1.0
XLF_long,SPY,-0.8267330091448728
XLF_short,XLF,-1.0
XLF_short,SPY,0.8267330091448728
XLV_long,XLV,1.0
XLV_long,SPY,-0.3855712610991787
XLV_short,XLV,-1.0
XLV_short,SPY,0.3855712610991787
XLY_long,XLY,1.0
XLY_long,SPY,-1.2570925246370417
XLY_short,XLY,-1.0
XLY_short,SPY,1.2570925246370417
XLP_long,XLP,1.0
XLP_long,SPY,-0.22411489548924973
XLP_short,XLP,-1.0
XLP_short,SPY,0.22411489548924973
XLE_long,XLE,1.0
XLE_long,SPY,-0.3330629009898979
XLE_short,XLE,-1.0
XLE_short,SPY,0.3330629009898979
XLI_long,XLI,1.0
XLI_long,SPY,-0.8095900482107298
XLI_short,XLI,-1.0
XLI_short,SPY,0.8095900482107298
XLB_long,XLB,1.0
XLB_long,SPY,-0.5832978588727542
XLB_short,XLB,-1.0
XLB_short,SPY,0.5832978588727542
XLU_long,XLU,1.0
XLU_long,SPY,-0.3521333449076948
XLU_short,XLU,-1.0
XLU_short,SPY,0.3521333449076948
XLC_long,XLC,1.0
XLC_long,SPY,-0.8456263468660475
XLC_short,XLC,-1.0
XLC_short,SPY,0.8456263468660475
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.593189832030677
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.593189832030677
