portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.3532579690489352
XLK_short,XLK,-1.0
XLK_short,SPY,1.3532579690489352
XLF_long,XLF,1.0
XLF_long,SPY,-0.7939059988395848
XLF_short,XLF,-1.0
XLF_short,SPY,0.7939059988395848
XLV_long,XLV,1.0
XLV_long,SPY,-0.5318204976493837
XLV_short,XLV,-1.0
XLV_short,SPY,0.5318204976493837
XLY_long,XLY,1.0
XLY_long,SPY,-1.3351549404063476
XLY_short,XLY,-1.0
XLY_short,SPY,1.3351549404063476
XLP_long,XLP,1.0
XLP_long,SPY,-0.2810317089039517
XLP_short,XLP,-1.0
XLP_short,SPY,0.2810317089039517
XLE_long,XLE,1.0
XLE_long,SPY,-0.40058514845279775
XLE_short,XLE,-1.0
XLE_short,SPY,0.40058514845279775
XLI_long,XLI,1.0
XLI_long,SPY,-0.8529306164581565
XLI_short,XLI,-1.0
XLI_short,SPY,0.8529306164581565
XLB_long,XLB,1.0
XLB_long,SPY,-0.6150034892820748
XLB_short,XLB,-1.0
XLB_short,SPY,0.6150034892820748
XLU_long,XLU,1.0
XLU_long,SPY,-0.3044871599572156
XLU_short,XLU,-1.0
XLU_short,SPY,0.3044871599572156
XLC_long,XLC,1.0
XLC_long,SPY,-0.8495475208984835
XLC_short,XLC,-1.0
XLC_short,SPY,0.8495475208984835
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.6382273759448718
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.6382273759448718
