portfolio_name,sym,wt
XLK_long,XLK,1.0
XLK_long,SPY,-1.4163530729132692
XLK_short,XLK,-1.0
XLK_short,SPY,1.4163530729132692
XLF_long,XLF,1.0
XLF_long,SPY,-0.782286568512283
XLF_short,XLF,-1.0
XLF_short,SPY,0.782286568512283
XLV_long,XLV,1.0
XLV_long,SPY,-0.30629716777289934
XLV_short,XLV,-1.0
XLV_short,SPY,0.30629716777289934
XLY_long,XLY,1.0
XLY_long,SPY,-1.3519080533745074
XLY_short,XLY,-1.0
XLY_short,SPY,1.3519080533745074
XLP_long,XLP,1.0
XLP_long,SPY,-0.221442165288884
XLP_short,XLP,-1.0
XLP_short,SPY,0.221442165288884
XLE_long,XLE,1.0
XLE_long,SPY,-0.5306849958793863
XLE_short,XLE,-1.0
XLE_short,SPY,0.5306849958793863
XLI_long,XLI,1.0
XLI_long,SPY,-0.7781325824689183
XLI_short,XLI,-1.0
XLI_short,SPY,0.7781325824689183
XLB_long,XLB,1.0
XLB_long,SPY,-0.6556445434650926
XLB_short,XLB,-1.0
XLB_short,SPY,0.6556445434650926
XLU_long,XLU,1.0
XLU_long,SPY,-0.50329940352508
XLU_short,XLU,-1.0
XLU_short,SPY,0.50329940352508
XLC_long,XLC,1.0
XLC_long,SPY,-0.7898963823473132
XLC_short,XLC,-1.0
XLC_short,SPY,0.7898963823473132
XLRE_long,XLRE,1.0
XLRE_long,SPY,-0.6055569811935428
XLRE_short,XLRE,-1.0
XLRE_short,SPY,0.6055569811935428
